trapscap1
parameters 71
# exponents ... coefficient
	  0   0   0   0   0   0    1.57421e-01 
	  0   0   0   0   0   2    1.94564e-01 
	  0   0   1   0   1   1    5.31631e-02 
	  0   0   0   1   0   1    1.95595e-01 
	  2   0   0   0   0   1    3.06446e-02 
	  0   0   1   0   0   0    7.04051e-02 
	  1   0   1   0   0   0    -2.59481e-01 
	  0   0   0   0   2   0    2.07960e-01 
	  1   0   0   1   1   1    -1.97339e-01 
	  0   1   0   2   0   0    -4.72833e-01 
	  1   1   0   1   0   0    -1.26663e+00 
	  3   1   0   0   0   0    -1.92989e-01 
	  0   1   0   1   0   0    1.13197e-01 
	  1   2   0   0   1   0    -6.57978e-02 
	  2   1   0   0   0   0    -8.60852e-01 
	  1   0   0   0   0   1    2.09004e-01 
	  1   1   0   0   0   0    1.99250e-01 
	  0   2   0   0   1   0    -1.85994e-01 
	  0   0   0   0   0   1    -1.21147e-02 
	  0   0   2   0   0   0    -2.86606e-02 
	  0   1   0   2   0   1    4.88991e-01 
trapscap8
parameters 38
# exponents ... coefficient
	  0   0   0   0   1   0    6.86309e-02 
	  0   1   0   0   1   0    1.40963e+00 
	  0   0   1   0   0   0    1.08910e-01 
	  1   0   1   0   0   0    -1.83804e-01 
	  0   0   0   0   0   2    1.67844e-01 
	  0   0   0   2   0   0    7.27431e-02 
	  1   0   0   1   1   0    2.71157e-01 
	  0   1   0   0   3   0    1.82521e+00 
	  0   0   0   0   0   0    1.38835e-01 
	  0   0   0   1   2   0    2.43567e-02 
	  0   0   0   1   0   1    2.41916e-01 
	  2   0   0   0   0   1    3.11141e-02 
	  4   0   0   0   0   0    2.25267e-02 
	  1   1   0   0   0   0    2.13921e-01 
	  2   1   0   0   0   0    -4.73924e-01 
	  0   1   0   1   0   0    7.08152e-02 
	  1   1   0   1   0   0    -4.83729e-01 
	  0   1   0   0   2   0    -2.74777e+00 
	  0   0   0   0   3   0    1.35625e-01 
	  0   1   0   2   0   0    -2.14694e-01 
	  1   0   0   0   0   1    2.15862e-01 
	  0   1   0   0   0   1    1.91503e-01 
	  0   0   2   0   0   0    -1.21856e-01 
	  0   1   1   0   0   0    -9.60791e-02 
	  0   2   0   0   1   0    -8.28513e-02 
	  0   1   0   0   1   1    -2.40955e-01 
	  1   0   0   0   2   1    -1.65979e-01 
	  2   1   1   0   0   0    4.02335e-01 
	  2   0   0   0   1   0    2.66030e-01 
	  1   0   0   0   1   0    -7.72538e-02 
	  0   0   0   1   1   0    -1.05851e-01 
	  1   0   0   1   0   0    9.57413e-02 
	  0   0   1   1   0   0    7.25210e-02 
	  0   1   1   1   0   0    2.75449e-01 
	  1   1   1   0   1   0    5.95180e-01 
	  1   1   0   0   0   1    -1.79734e-01 
	  1   2   0   0   0   0    -1.61501e-01 
	  0   0   2   0   1   0    1.59007e-01 
trapscap9
parameters 31
# exponents ... coefficient
	  1   1   0   0   0   0    4.20775e-01 
	  0   0   0   0   1   0    -5.88595e-02 
	  0   0   1   0   0   0    1.70465e-01 
	  0   0   0   1   0   0    -7.88985e-02 
	  0   0   0   1   0   1    2.81839e-01 
	  0   1   0   0   1   0    1.82409e-01 
	  0   0   0   0   0   0    1.61387e-01 
	  0   0   0   0   2   0    2.34904e-01 
	  1   0   0   1   0   0    1.36997e-01 
	  0   1   0   2   0   0    -1.55375e-01 
	  0   0   1   1   0   0    1.15288e-01 
	  2   0   0   0   1   1    1.20664e-01 
	  0   1   0   0   0   1    1.58900e-01 
	  0   0   0   0   2   2    9.76807e-01 
	  2   1   0   0   1   0    -2.92668e-01 
	  1   1   0   0   0   1    -9.15371e-02 
	  0   0   2   0   0   0    -1.06597e-01 
	  1   0   0   0   1   0    -1.85019e-01 
	  0   1   0   0   0   0    1.13135e-01 
	  2   0   0   0   2   0    7.01801e-01 
	  1   0   1   0   0   0    -1.59848e-01 
	  1   0   0   1   2   0    4.17672e-01 
	  1   1   1   0   0   0    -3.85206e-01 
	  0   1   0   1   1   0    3.02098e-01 
	  0   0   0   2   2   0    3.17417e-01 
	  0   0   0   0   0   1    -3.85723e-02 
	  1   0   0   0   1   1    5.96316e-01 
	  0   0   0   0   3   1    -1.68088e-01 
	  0   1   1   0   1   1    -6.31883e-01 
	  1   1   0   1   1   0    -1.64199e+00 
	  1   1   0   1   0   0    5.47499e-01 
trapscap10
parameters 58
# exponents ... coefficient
	  1   1   0   0   0   0    2.45962e-01 
	  0   0   0   0   1   0    -4.99093e-02 
	  0   0   1   0   0   0    1.18589e-01 
	  0   0   0   1   0   0    -4.82855e-02 
	  0   0   0   1   0   1    1.51248e-01 
	  0   1   0   0   1   0    2.50593e-01 
	  0   0   0   0   0   0    1.88943e-01 
	  1   0   0   1   0   0    1.99143e-01 
	  0   0   0   0   2   0    1.99471e-01 
	  0   1   0   2   0   0    -5.73827e-02 
	  0   0   1   1   0   0    6.87981e-02 
	  2   0   0   0   1   1    -2.05709e-01 
	  0   1   0   0   0   1    1.43213e-01 
	  0   0   0   0   2   2    1.45704e-01 
	  0   0   2   0   0   0    -6.85629e-02 
	  1   0   0   0   0   0    -3.27141e-02 
	  1   1   0   0   0   1    -6.89491e-02 
	  2   0   0   0   0   0    9.08540e-02 
	  0   1   0   0   0   0    8.79365e-02 
	  0   0   0   0   0   1    -9.70484e-02 
	  1   0   0   0   0   1    2.29816e-01 
	  0   2   0   1   0   0    -2.91213e-01 
	  0   0   0   2   0   0    7.63886e-02 
	  0   1   1   0   2   0    -4.28598e-01 
	  2   0   1   0   1   0    -7.65220e-01 
	  0   0   0   0   0   2    1.78287e-01 
	  0   0   1   0   1   1    7.64944e-01 
	  1   0   0   0   1   1    -1.21343e-01 
	  1   2   0   0   1   0    -8.87386e-01 
	  0   4   0   0   0   0    3.79120e-01 
	  2   0   0   0   2   0    -4.69496e-01 
	  0   1   0   1   0   2    -4.44373e-01 
